Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"De menech, M., Garstecki, P., Jousse, F., Stone, H.A.","6602437969;6603401164;7004556727;7202564376;","Transition from squeezing to dripping in a microfluidic T-shaped junction",2008,"Journal of Fluid Mechanics","595",,,"141","161",,542,"10.1017/S002211200700910X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38049105986&doi=10.1017%2fS002211200700910X&partnerID=40&md5=40a4e00597768e8f0e8e92b7503f2359",Article,"Final","All Open Access, Green",Scopus,2-s2.0-38049105986
"Villermaux, E., Stroock, A.D., Stone, H.A.","57206302844;6701829552;7202564376;","Bridging kinematics and concentration content in a chaotic micromixer",2008,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics","77","1","015301","","",,46,"10.1103/PhysRevE.77.015301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-40749099038&doi=10.1103%2fPhysRevE.77.015301&partnerID=40&md5=ef2379ad677e6816344a92eb2a06c17c",Article,"Final","",Scopus,2-s2.0-40749099038
"Reyssat, M., Courbin, L., Reyssat, E., Stone, H.A.","23986933900;56204957400;8258585000;7202564376;","Imbibition in geometries with axial variations",2008,"Journal of Fluid Mechanics","615",,,"335","344",,119,"10.1017/S0022112008003996","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56149111304&doi=10.1017%2fS0022112008003996&partnerID=40&md5=5bf8e87e017cefe9b4b1cfcfe39d4ada",Article,"Final","",Scopus,2-s2.0-56149111304
"Pepper, R.E., Courbin, L., Stone, H.A.","36994815700;56204957400;7202564376;","Splashing on elastic membranes: The importance of early-time dynamics",2008,"Physics of Fluids","20","8","082103","","",,81,"10.1063/1.2969755","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51249108158&doi=10.1063%2f1.2969755&partnerID=40&md5=eb7e8f7d53a9fff59aa86c7208793fdf",Article,"Final","",Scopus,2-s2.0-51249108158
"Guglielmini, L., Gontcharov, A., Aldykiewicz Jr., A.J., Stone, H.A.","6507834267;57270131500;6602527878;7202564376;","Drying of salt solutions in porous materials: Intermediate-time dynamics and efflorescence",2008,"Physics of Fluids","20","7","077101","","",,51,"10.1063/1.2954037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-48849097790&doi=10.1063%2f1.2954037&partnerID=40&md5=6818c6e3778a9aacb578dd741f3e37a9",Article,"Final","",Scopus,2-s2.0-48849097790
"Van Nierop, E.A., Scheid, B., Stone, H.A.","12798852100;55986629300;7202564376;","On the thickness of soap films: An alternative to Frankel's law",2008,"Journal of Fluid Mechanics","602",,,"119","127",,34,"10.1017/S0022112008000955","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42949117068&doi=10.1017%2fS0022112008000955&partnerID=40&md5=676c3483aed8aed131f42761af34b7b0",Article,"Final","",Scopus,2-s2.0-42949117068
"Ashmore, J., Shen, A.Q., Kavehpour, H.P., Stone, H.A., McKinley, G.H.","7006771974;35901703500;6508198352;7202564376;7006211729;","Coating flows of non-Newtonian fluids: Weakly and strongly elastic limits",2008,"Journal of Engineering Mathematics","60","1",,"17","41",,32,"10.1007/s10665-007-9152-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38649132940&doi=10.1007%2fs10665-007-9152-8&partnerID=40&md5=de0b462185245fc3f8959ba561e69b48",Article,"Final","All Open Access, Green",Scopus,2-s2.0-38649132940
"Subramaniam, A.B., Gregory, D., Petkov, J., Stone, H.A.","8587181100;57213388264;6602774683;7202564376;","The effect of double-chain surfactants on armored bubbles: A surfactant-controlled route to colloidosomes",2007,"Physical Chemistry Chemical Physics","9","48",,"6476","6481",,15,"10.1039/b712172e","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36949041098&doi=10.1039%2fb712172e&partnerID=40&md5=d4824c6e6815f146383cd41b22a55843",Article,"Final","",Scopus,2-s2.0-36949041098
"Ristenpart, W.D., Kim, P.G., Domingues, C., Wan, J., Stone, H.A.","6506892405;57203457703;23027072700;57201918576;7202564376;","Influence of substrate conductivity on circulation reversal in evaporating drops",2007,"Physical Review Letters","99","23","234502","","",,467,"10.1103/PhysRevLett.99.234502","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36749059464&doi=10.1103%2fPhysRevLett.99.234502&partnerID=40&md5=6d9836efa4c882a8751d61b7d9fcd698",Article,"Final","",Scopus,2-s2.0-36749059464
"Moon, M.-W., Chung, S., Lee, K.-R., Oh, K.H., Stone, H.A., Hutchinson, J.W.","57827292100;7404292871;55638988100;55663695400;7202564376;7402097869;","Directed assembly of fluidic networks by buckle delamination of films on patterned substrates",2007,"Zeitschrift fuer Metallkunde/Materials Research and Advanced Techniques","98","12",,"1203","1208",,1,"10.3139/146.101585","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033569432&doi=10.3139%2f146.101585&partnerID=40&md5=79020f0c53224fe2cf1e432c3d136657",Article,"Final","",Scopus,2-s2.0-85033569432
"Moon, M.-W., Chung, S., Lee, K.-R., Oh, K.H., Stone, H.A., Hutchinson, J.W.","7202278286;7404292871;55638988100;55663695400;7202564376;7402097869;","Directed assembly of fluidic networks by buckle delamination of films on patterned substrates",2007,"International Journal of Materials Research","98","12",,"1203","1208",,14,"10.3139/146.101585","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38149133846&doi=10.3139%2f146.101585&partnerID=40&md5=e169fe85b62abbf9eed21a4f0b654f7a",Article,"Final","",Scopus,2-s2.0-38149133846
"Courbin, L., Stone, H.A.","56204957400;7202564376;","Your wetting day",2007,"Physics Today","60","2",,"84","85",,9,"10.1063/1.2711652","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36749035344&doi=10.1063%2f1.2711652&partnerID=40&md5=1b8c5e92609f858730ac146029846edf",Article,"Final","",Scopus,2-s2.0-36749035344
"Abkarian, M., Subramaniam, A.B., Kim, S.-H., Larsen, R.J., Yang, S.-M., Stone, H.A.","6507807788;8587181100;8906177700;7402879927;7408515127;7202564376;","Dissolution arrest and stability of particle-covered bubbles",2007,"Physical Review Letters","99","18","188301","","",,140,"10.1103/PhysRevLett.99.188301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35948978506&doi=10.1103%2fPhysRevLett.99.188301&partnerID=40&md5=84d8e4e19b650940ba3fbde6700ef259",Article,"Final","All Open Access, Green",Scopus,2-s2.0-35948978506
"Sickert, M., Rondelez, F., Stone, H.A.","7801557275;7003411709;7202564376;","Single-particle brownian dynamics for characterizing the rheology of fluid langmuir monolayers",2007,"EPL","79","6","66005","","",,75,"10.1209/0295-5075/79/66005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957689749&doi=10.1209%2f0295-5075%2f79%2f66005&partnerID=40&md5=4b8d234539172a920d2b51ff57da5c73",Article,"Final","",Scopus,2-s2.0-79957689749
"Utada, A.S., Fernandez-Nieves, A., Stone, H.A., Weitz, D.A.","8928487300;6701323625;7202564376;7006798731;","Dripping to jetting transitions in coflowing liquid streams",2007,"Physical Review Letters","99","9","094502","","",,684,"10.1103/PhysRevLett.99.094502","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548274013&doi=10.1103%2fPhysRevLett.99.094502&partnerID=40&md5=e5dcafaed0bb9d3eb17e6cb0fb5b4a7f",Article,"Final","All Open Access, Green",Scopus,2-s2.0-34548274013
"Ben-Yakar, A., Harkin, A., Ashmore, J., Byer, R.L., Stone, H.A.","35576593800;7003625062;7006771974;35227002600;7202564376;","Thermal and fluid processes of a thin melt zone during femtosecond laser ablation of glass: The formation of rims by single laser pulses",2007,"Journal of Physics D: Applied Physics","40","5","021","1447","1459",,138,"10.1088/0022-3727/40/5/021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947711774&doi=10.1088%2f0022-3727%2f40%2f5%2f021&partnerID=40&md5=b099b254d3aae8cd65f848f75f719b50",Article,"Final","",Scopus,2-s2.0-33947711774
"Muradoglu, M., Stone, H.A.","6508314823;7202564376;","Motion of large bubbles in curved channels",2007,"Journal of Fluid Mechanics","570",,,"455","466",,35,"10.1017/S0022112006002692","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845988759&doi=10.1017%2fS0022112006002692&partnerID=40&md5=04359deb6765719201dafd421f73b2fc",Article,"Final","All Open Access, Green",Scopus,2-s2.0-33845988759
"Stone, H.A.","7202564376;","Cellular-scale hydrodynamics",2007,"Proceedings of the 11th International Conference on Miniaturized Systems for Chemistry and Life Sciences, uTAS 2007",,,,"38","40",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088677879&partnerID=40&md5=3b5a50cbd3921b890ae441b2b3b04d24",Conference Paper,"Final","",Scopus,2-s2.0-85088677879
"Lauga, E., Brenner, M., Stone, H.","6602192243;54790524400;7202564376;","Microfluidics: The no-slip boundary condition",2007,"Springer Handbooks",,,,"1219","1240",,406,"10.1007/978-3-540-30299-5_19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878372798&doi=10.1007%2f978-3-540-30299-5_19&partnerID=40&md5=a7c81655761872fbd2257f3b1279e7d8",Book Chapter,"Final","All Open Access, Green",Scopus,2-s2.0-84878372798
"Prasad, A., Kondev, J., Stone, H.A.","57206871355;6701309620;7202564376;","Drift in supported membranes",2007,"Physics of Fluids","19","11","113103","","",,5,"10.1063/1.2805843","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36849088932&doi=10.1063%2f1.2805843&partnerID=40&md5=491cfe091aef657491641a05a29d194b",Article,"Final","",Scopus,2-s2.0-36849088932
"Fuerstman, M.J., Lai, A., Thurlow, M.E., Shevkoplyas, S.S., Stone, H.A., Whitesides, G.M.","6505800544;7102226187;22941975700;6507364495;7202564376;55711979600;","The pressure drop along rectangular microchannels containing bubbles",2007,"Lab on a Chip","7","11",,"1479","1489",,313,"10.1039/b706549c","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35548933711&doi=10.1039%2fb706549c&partnerID=40&md5=9d6dfeb915784af3c408533f5ddd3d8c",Article,"Final","",Scopus,2-s2.0-35548933711
"Courbin, L., Denieul, E., Dressaire, E., Roper, M., Ajdari, A., Stone, H.A.","56204957400;15761943300;20734119100;57200141115;7005526218;7202564376;","Imbibition by polygonal spreading on microdecorated surfaces",2007,"Nature Materials","6","9",,"661","664",,258,"10.1038/nmat1978","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548401576&doi=10.1038%2fnmat1978&partnerID=40&md5=9c552a21d92ddb4f82f7db018d7c5929",Article,"Final","",Scopus,2-s2.0-34548401576
"Muradoglu, M., Günther, A., Stone, H.A.","6508314823;8508381400;7202564376;","A computational study of axial dispersion in segmented gas-liquid flow",2007,"Physics of Fluids","19","7","072109","","",,35,"10.1063/1.2750295","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547791207&doi=10.1063%2f1.2750295&partnerID=40&md5=40eb4ff2f84c4c57727b35c6ccdb4019",Article,"Final","",Scopus,2-s2.0-34547791207
"Smistrup, K., Stone, H.A.","8378114100;7202564376;","A magnetically actuated ball valve applicable for small-scale fluid flows",2007,"Physics of Fluids","19","6","063101","","",,8,"10.1063/1.2717690","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447339379&doi=10.1063%2f1.2717690&partnerID=40&md5=11868a9cb113a858010ccd61038e03dc",Article,"Final","All Open Access, Green",Scopus,2-s2.0-34447339379
